CaseID,Text,Run#,Latency(ms)
1,Breaking: the president has resigned due to scandal,81,71.39110565185547
1,Breaking: the president has resigned due to scandal,82,74.85103607177734
1,Breaking: the president has resigned due to scandal,83,78.18341255187988
1,Breaking: the president has resigned due to scandal,84,65.70148468017578
1,Breaking: the president has resigned due to scandal,85,73.99439811706543
1,Breaking: the president has resigned due to scandal,86,70.23024559020996
1,Breaking: the president has resigned due to scandal,87,66.11251831054688
1,Breaking: the president has resigned due to scandal,88,64.20135498046875
1,Breaking: the president has resigned due to scandal,89,70.50919532775879
1,Breaking: the president has resigned due to scandal,90,75.6232738494873
1,Breaking: the president has resigned due to scandal,91,65.3836727142334
1,Breaking: the president has resigned due to scandal,92,64.85199928283691
1,Breaking: the president has resigned due to scandal,93,1074.4333267211914
1,Breaking: the president has resigned due to scandal,94,71.92516326904297
1,Breaking: the president has resigned due to scandal,95,65.75441360473633
1,Breaking: the president has resigned due to scandal,96,70.51849365234375
1,Breaking: the president has resigned due to scandal,97,64.3775463104248
1,Breaking: the president has resigned due to scandal,98,65.94228744506836
1,Breaking: the president has resigned due to scandal,99,70.7857608795166
1,Breaking: the president has resigned due to scandal,100,68.21537017822266
2,NASA successfully launches new satellite to study Mars,1,64.72420692443848
2,NASA successfully launches new satellite to study Mars,2,67.30532646179199
2,NASA successfully launches new satellite to study Mars,3,72.28565216064453
2,NASA successfully launches new satellite to study Mars,4,67.56949424743652
2,NASA successfully launches new satellite to study Mars,5,66.33377075195312
2,NASA successfully launches new satellite to study Mars,6,67.64101982116699
2,NASA successfully launches new satellite to study Mars,7,73.14634323120117
2,NASA successfully launches new satellite to study Mars,8,70.38426399230957
2,NASA successfully launches new satellite to study Mars,9,74.17488098144531
2,NASA successfully launches new satellite to study Mars,10,72.06463813781738
2,NASA successfully launches new satellite to study Mars,11,68.42899322509766
2,NASA successfully launches new satellite to study Mars,12,69.12493705749512
2,NASA successfully launches new satellite to study Mars,13,67.47317314147949
2,NASA successfully launches new satellite to study Mars,14,66.02931022644043
2,NASA successfully launches new satellite to study Mars,15,67.49320030212402
2,NASA successfully launches new satellite to study Mars,16,69.63729858398438
2,NASA successfully launches new satellite to study Mars,17,69.3671703338623
2,NASA successfully launches new satellite to study Mars,18,71.35915756225586
2,NASA successfully launches new satellite to study Mars,19,77.77023315429688
2,NASA successfully launches new satellite to study Mars,20,69.31328773498535
2,NASA successfully launches new satellite to study Mars,21,72.53479957580566
2,NASA successfully launches new satellite to study Mars,22,71.64740562438965
2,NASA successfully launches new satellite to study Mars,23,72.09062576293945
2,NASA successfully launches new satellite to study Mars,24,67.01517105102539
2,NASA successfully launches new satellite to study Mars,25,72.53313064575195
2,NASA successfully launches new satellite to study Mars,26,72.08013534545898
2,NASA successfully launches new satellite to study Mars,27,67.77524948120117
2,NASA successfully launches new satellite to study Mars,28,67.1072006225586
2,NASA successfully launches new satellite to study Mars,29,64.91971015930176
2,NASA successfully launches new satellite to study Mars,30,70.42098045349121
2,NASA successfully launches new satellite to study Mars,31,66.13850593566895
2,NASA successfully launches new satellite to study Mars,32,71.3653564453125
2,NASA successfully launches new satellite to study Mars,33,68.33648681640625
2,NASA successfully launches new satellite to study Mars,34,69.3819522857666
2,NASA successfully launches new satellite to study Mars,35,62.795400619506836
2,NASA successfully launches new satellite to study Mars,36,68.40252876281738
2,NASA successfully launches new satellite to study Mars,37,70.57523727416992
2,NASA successfully launches new satellite to study Mars,38,70.12629508972168
2,NASA successfully launches new satellite to study Mars,39,72.66497611999512
2,NASA successfully launches new satellite to study Mars,40,70.92666625976562
2,NASA successfully launches new satellite to study Mars,41,67.06571578979492
2,NASA successfully launches new satellite to study Mars,42,64.38088417053223
2,NASA successfully launches new satellite to study Mars,43,70.81794738769531
2,NASA successfully launches new satellite to study Mars,44,69.6864128112793
2,NASA successfully launches new satellite to study Mars,45,65.17314910888672
2,NASA successfully launches new satellite to study Mars,46,70.10936737060547
2,NASA successfully launches new satellite to study Mars,47,61.59210205078125
2,NASA successfully launches new satellite to study Mars,48,71.29454612731934
2,NASA successfully launches new satellite to study Mars,49,66.1478042602539
2,NASA successfully launches new satellite to study Mars,50,64.88370895385742
2,NASA successfully launches new satellite to study Mars,51,69.66471672058105
2,NASA successfully launches new satellite to study Mars,52,67.25192070007324
2,NASA successfully launches new satellite to study Mars,53,70.92499732971191
2,NASA successfully launches new satellite to study Mars,54,66.10846519470215
2,NASA successfully launches new satellite to study Mars,55,66.42436981201172
2,NASA successfully launches new satellite to study Mars,56,66.40958786010742
2,NASA successfully launches new satellite to study Mars,57,66.9565200805664
2,NASA successfully launches new satellite to study Mars,58,69.83613967895508
2,NASA successfully launches new satellite to study Mars,59,75.84452629089355
2,NASA successfully launches new satellite to study Mars,60,64.24450874328613
2,NASA successfully launches new satellite to study Mars,61,63.417673110961914
2,NASA successfully launches new satellite to study Mars,62,67.51632690429688
2,NASA successfully launches new satellite to study Mars,63,73.2734203338623
2,NASA successfully launches new satellite to study Mars,64,64.26048278808594
2,NASA successfully launches new satellite to study Mars,65,73.28629493713379
2,NASA successfully launches new satellite to study Mars,66,64.09859657287598
2,NASA successfully launches new satellite to study Mars,67,68.10998916625977
2,NASA successfully launches new satellite to study Mars,68,77.3470401763916
2,NASA successfully launches new satellite to study Mars,69,68.76420974731445
2,NASA successfully launches new satellite to study Mars,70,65.18769264221191
2,NASA successfully launches new satellite to study Mars,71,69.8997974395752
2,NASA successfully launches new satellite to study Mars,72,65.97685813903809
2,NASA successfully launches new satellite to study Mars,73,67.54684448242188
2,NASA successfully launches new satellite to study Mars,74,67.31843948364258
2,NASA successfully launches new satellite to study Mars,75,68.35126876831055
2,NASA successfully launches new satellite to study Mars,76,68.99309158325195
2,NASA successfully launches new satellite to study Mars,77,71.71201705932617
2,NASA successfully launches new satellite to study Mars,78,70.56593894958496
2,NASA successfully launches new satellite to study Mars,79,72.13306427001953
2,NASA successfully launches new satellite to study Mars,80,65.97232818603516
2,NASA successfully launches new satellite to study Mars,81,70.4045295715332
2,NASA successfully launches new satellite to study Mars,82,73.90809059143066
2,NASA successfully launches new satellite to study Mars,83,66.99538230895996
2,NASA successfully launches new satellite to study Mars,84,71.49863243103027
2,NASA successfully launches new satellite to study Mars,85,81.82120323181152
2,NASA successfully launches new satellite to study Mars,86,105.54838180541992
2,NASA successfully launches new satellite to study Mars,87,69.03743743896484
2,NASA successfully launches new satellite to study Mars,88,77.59857177734375
2,NASA successfully launches new satellite to study Mars,89,71.5641975402832
2,NASA successfully launches new satellite to study Mars,90,70.53017616271973
2,NASA successfully launches new satellite to study Mars,91,63.800811767578125
2,NASA successfully launches new satellite to study Mars,92,66.44940376281738
2,NASA successfully launches new satellite to study Mars,93,1090.0921821594238
2,NASA successfully launches new satellite to study Mars,94,64.81218338012695
2,NASA successfully launches new satellite to study Mars,95,65.28162956237793
2,NASA successfully launches new satellite to study Mars,96,66.47515296936035
2,NASA successfully launches new satellite to study Mars,97,71.17724418640137
2,NASA successfully launches new satellite to study Mars,98,72.06487655639648
2,NASA successfully launches new satellite to study Mars,99,66.6954517364502
2,NASA successfully launches new satellite to study Mars,100,68.88580322265625
3,Celebrity claims drinking bleach cures illness,1,64.18561935424805
3,Celebrity claims drinking bleach cures illness,2,62.70861625671387
3,Celebrity claims drinking bleach cures illness,3,67.75021553039551
3,Celebrity claims drinking bleach cures illness,4,67.63672828674316
3,Celebrity claims drinking bleach cures illness,5,68.77613067626953
3,Celebrity claims drinking bleach cures illness,6,70.08886337280273
3,Celebrity claims drinking bleach cures illness,7,63.09771537780762
3,Celebrity claims drinking bleach cures illness,8,67.64411926269531
3,Celebrity claims drinking bleach cures illness,9,64.1016960144043
3,Celebrity claims drinking bleach cures illness,10,68.94969940185547
3,Celebrity claims drinking bleach cures illness,11,63.74955177307129
3,Celebrity claims drinking bleach cures illness,12,68.35269927978516
3,Celebrity claims drinking bleach cures illness,13,64.46337699890137
3,Celebrity claims drinking bleach cures illness,14,66.42913818359375
3,Celebrity claims drinking bleach cures illness,15,70.4500675201416
3,Celebrity claims drinking bleach cures illness,16,68.53318214416504
3,Celebrity claims drinking bleach cures illness,17,69.98229026794434
3,Celebrity claims drinking bleach cures illness,18,66.78342819213867
3,Celebrity claims drinking bleach cures illness,19,69.25082206726074
3,Celebrity claims drinking bleach cures illness,20,67.75522232055664
3,Celebrity claims drinking bleach cures illness,21,69.63849067687988
3,Celebrity claims drinking bleach cures illness,22,67.72327423095703
3,Celebrity claims drinking bleach cures illness,23,69.64516639709473
3,Celebrity claims drinking bleach cures illness,24,67.8248405456543
3,Celebrity claims drinking bleach cures illness,25,69.45395469665527
3,Celebrity claims drinking bleach cures illness,26,65.42634963989258
3,Celebrity claims drinking bleach cures illness,27,69.43535804748535
3,Celebrity claims drinking bleach cures illness,28,63.84420394897461
3,Celebrity claims drinking bleach cures illness,29,64.96477127075195
3,Celebrity claims drinking bleach cures illness,30,65.58728218078613
3,Celebrity claims drinking bleach cures illness,31,66.97511672973633
3,Celebrity claims drinking bleach cures illness,32,70.62602043151855
3,Celebrity claims drinking bleach cures illness,33,64.3763542175293
3,Celebrity claims drinking bleach cures illness,34,65.28377532958984
3,Celebrity claims drinking bleach cures illness,35,67.88516044616699
3,Celebrity claims drinking bleach cures illness,36,67.01850891113281
3,Celebrity claims drinking bleach cures illness,37,74.1889476776123
3,Celebrity claims drinking bleach cures illness,38,72.03149795532227
3,Celebrity claims drinking bleach cures illness,39,66.1764144897461
3,Celebrity claims drinking bleach cures illness,40,64.16058540344238
3,Celebrity claims drinking bleach cures illness,41,71.54202461242676
3,Celebrity claims drinking bleach cures illness,42,69.32401657104492
3,Celebrity claims drinking bleach cures illness,43,68.70913505554199
3,Celebrity claims drinking bleach cures illness,44,66.13659858703613
3,Celebrity claims drinking bleach cures illness,45,70.90044021606445
3,Celebrity claims drinking bleach cures illness,46,69.18215751647949
3,Celebrity claims drinking bleach cures illness,47,69.63515281677246
3,Celebrity claims drinking bleach cures illness,48,71.42186164855957
3,Celebrity claims drinking bleach cures illness,49,68.14050674438477
3,Celebrity claims drinking bleach cures illness,50,73.93527030944824
3,Celebrity claims drinking bleach cures illness,51,69.21052932739258
3,Celebrity claims drinking bleach cures illness,52,71.47550582885742
3,Celebrity claims drinking bleach cures illness,53,70.10173797607422
3,Celebrity claims drinking bleach cures illness,54,65.08183479309082
3,Celebrity claims drinking bleach cures illness,55,64.2397403717041
3,Celebrity claims drinking bleach cures illness,56,70.88780403137207
3,Celebrity claims drinking bleach cures illness,57,71.03538513183594
3,Celebrity claims drinking bleach cures illness,58,63.390254974365234
3,Celebrity claims drinking bleach cures illness,59,63.265085220336914
3,Celebrity claims drinking bleach cures illness,60,67.18182563781738
3,Celebrity claims drinking bleach cures illness,61,63.078880310058594
3,Celebrity claims drinking bleach cures illness,62,59.10921096801758
3,Celebrity claims drinking bleach cures illness,63,67.59810447692871
3,Celebrity claims drinking bleach cures illness,64,68.1765079498291
3,Celebrity claims drinking bleach cures illness,65,69.80633735656738
3,Celebrity claims drinking bleach cures illness,66,62.47735023498535
3,Celebrity claims drinking bleach cures illness,67,72.34382629394531
3,Celebrity claims drinking bleach cures illness,68,64.4834041595459
3,Celebrity claims drinking bleach cures illness,69,70.30892372131348
3,Celebrity claims drinking bleach cures illness,70,73.91929626464844
3,Celebrity claims drinking bleach cures illness,71,65.72437286376953
3,Celebrity claims drinking bleach cures illness,72,68.51577758789062
3,Celebrity claims drinking bleach cures illness,73,67.89588928222656
3,Celebrity claims drinking bleach cures illness,74,66.39981269836426
3,Celebrity claims drinking bleach cures illness,75,65.30928611755371
3,Celebrity claims drinking bleach cures illness,76,78.20582389831543
3,Celebrity claims drinking bleach cures illness,77,78.35984230041504
3,Celebrity claims drinking bleach cures illness,78,75.21986961364746
3,Celebrity claims drinking bleach cures illness,79,72.08871841430664
3,Celebrity claims drinking bleach cures illness,80,69.20647621154785
3,Celebrity claims drinking bleach cures illness,81,62.25442886352539
3,Celebrity claims drinking bleach cures illness,82,67.62266159057617
3,Celebrity claims drinking bleach cures illness,83,64.87202644348145
3,Celebrity claims drinking bleach cures illness,84,64.49174880981445
3,Celebrity claims drinking bleach cures illness,85,69.30828094482422
3,Celebrity claims drinking bleach cures illness,86,72.73054122924805
3,Celebrity claims drinking bleach cures illness,87,72.73745536804199
3,Celebrity claims drinking bleach cures illness,88,69.17548179626465
3,Celebrity claims drinking bleach cures illness,89,69.56315040588379
3,Celebrity claims drinking bleach cures illness,90,71.71344757080078
3,Celebrity claims drinking bleach cures illness,91,66.88356399536133
3,Celebrity claims drinking bleach cures illness,92,71.64192199707031
3,Celebrity claims drinking bleach cures illness,93,1096.0369110107422
3,Celebrity claims drinking bleach cures illness,94,71.10762596130371
3,Celebrity claims drinking bleach cures illness,95,66.81227684020996
3,Celebrity claims drinking bleach cures illness,96,67.89493560791016
3,Celebrity claims drinking bleach cures illness,97,65.39058685302734
3,Celebrity claims drinking bleach cures illness,98,68.8326358795166
3,Celebrity claims drinking bleach cures illness,99,65.24205207824707
3,Celebrity claims drinking bleach cures illness,100,68.60852241516113
4,Economic growth reaches record high this quarter,1,65.71745872497559
4,Economic growth reaches record high this quarter,2,71.69270515441895
4,Economic growth reaches record high this quarter,3,67.98720359802246
4,Economic growth reaches record high this quarter,4,68.18437576293945
4,Economic growth reaches record high this quarter,5,70.65033912658691
4,Economic growth reaches record high this quarter,6,68.42398643493652
4,Economic growth reaches record high this quarter,7,68.2826042175293
4,Economic growth reaches record high this quarter,8,68.27425956726074
4,Economic growth reaches record high this quarter,9,70.2049732208252
4,Economic growth reaches record high this quarter,10,83.96005630493164
4,Economic growth reaches record high this quarter,11,68.32075119018555
4,Economic growth reaches record high this quarter,12,71.1832046508789
4,Economic growth reaches record high this quarter,13,71.40517234802246
4,Economic growth reaches record high this quarter,14,65.2472972869873
4,Economic growth reaches record high this quarter,15,65.32883644104004
4,Economic growth reaches record high this quarter,16,66.82443618774414
4,Economic growth reaches record high this quarter,17,66.68949127197266
4,Economic growth reaches record high this quarter,18,66.21384620666504
4,Economic growth reaches record high this quarter,19,71.30002975463867
4,Economic growth reaches record high this quarter,20,72.73125648498535
4,Economic growth reaches record high this quarter,21,69.17095184326172
4,Economic growth reaches record high this quarter,22,69.11635398864746
4,Economic growth reaches record high this quarter,23,67.60668754577637
4,Economic growth reaches record high this quarter,24,72.98064231872559
4,Economic growth reaches record high this quarter,25,68.59326362609863
4,Economic growth reaches record high this quarter,26,68.60637664794922
4,Economic growth reaches record high this quarter,27,69.02289390563965
4,Economic growth reaches record high this quarter,28,71.72465324401855
4,Economic growth reaches record high this quarter,29,70.44100761413574
4,Economic growth reaches record high this quarter,30,62.98089027404785
4,Economic growth reaches record high this quarter,31,70.05620002746582
4,Economic growth reaches record high this quarter,32,74.1117000579834
4,Economic growth reaches record high this quarter,33,68.00413131713867
4,Economic growth reaches record high this quarter,34,66.87545776367188
4,Economic growth reaches record high this quarter,35,61.386823654174805
4,Economic growth reaches record high this quarter,36,64.27478790283203
4,Economic growth reaches record high this quarter,37,70.44410705566406
4,Economic growth reaches record high this quarter,38,65.95063209533691
4,Economic growth reaches record high this quarter,39,70.8305835723877
4,Economic growth reaches record high this quarter,40,68.42041015625
4,Economic growth reaches record high this quarter,41,73.07815551757812
4,Economic growth reaches record high this quarter,42,65.03820419311523
4,Economic growth reaches record high this quarter,43,74.2189884185791
4,Economic growth reaches record high this quarter,44,67.17061996459961
4,Economic growth reaches record high this quarter,45,63.498497009277344
4,Economic growth reaches record high this quarter,46,67.03662872314453
4,Economic growth reaches record high this quarter,47,65.09137153625488
4,Economic growth reaches record high this quarter,48,67.5346851348877
4,Economic growth reaches record high this quarter,49,65.40942192077637
4,Economic growth reaches record high this quarter,50,68.92991065979004
4,Economic growth reaches record high this quarter,51,63.40980529785156
4,Economic growth reaches record high this quarter,52,65.91367721557617
4,Economic growth reaches record high this quarter,53,68.25041770935059
4,Economic growth reaches record high this quarter,54,69.03195381164551
4,Economic growth reaches record high this quarter,55,66.77675247192383
4,Economic growth reaches record high this quarter,56,66.84446334838867
4,Economic growth reaches record high this quarter,57,68.68243217468262
4,Economic growth reaches record high this quarter,58,70.36018371582031
4,Economic growth reaches record high this quarter,59,73.47416877746582
4,Economic growth reaches record high this quarter,60,73.20761680603027
4,Economic growth reaches record high this quarter,61,66.68806076049805
4,Economic growth reaches record high this quarter,62,73.85373115539551
4,Economic growth reaches record high this quarter,63,65.06824493408203
4,Economic growth reaches record high this quarter,64,63.41910362243652
4,Economic growth reaches record high this quarter,65,72.79396057128906
4,Economic growth reaches record high this quarter,66,70.92142105102539
4,Economic growth reaches record high this quarter,67,66.60652160644531
4,Economic growth reaches record high this quarter,68,67.4588680267334
4,Economic growth reaches record high this quarter,69,64.67008590698242
4,Economic growth reaches record high this quarter,70,68.67408752441406
4,Economic growth reaches record high this quarter,71,67.25311279296875
4,Economic growth reaches record high this quarter,72,68.49122047424316
4,Economic growth reaches record high this quarter,73,65.93704223632812
4,Economic growth reaches record high this quarter,74,73.14777374267578
4,Economic growth reaches record high this quarter,75,69.95797157287598
4,Economic growth reaches record high this quarter,76,68.04871559143066
4,Economic growth reaches record high this quarter,77,79.53476905822754
4,Economic growth reaches record high this quarter,78,60.02378463745117
4,Economic growth reaches record high this quarter,79,63.37857246398926
4,Economic growth reaches record high this quarter,80,64.16010856628418
4,Economic growth reaches record high this quarter,81,65.31453132629395
4,Economic growth reaches record high this quarter,82,62.00909614562988
4,Economic growth reaches record high this quarter,83,68.12763214111328
4,Economic growth reaches record high this quarter,84,66.94817543029785
4,Economic growth reaches record high this quarter,85,66.23625755310059
4,Economic growth reaches record high this quarter,86,66.6663646697998
4,Economic growth reaches record high this quarter,87,68.52245330810547
4,Economic growth reaches record high this quarter,88,65.38653373718262
4,Economic growth reaches record high this quarter,89,66.8179988861084
4,Economic growth reaches record high this quarter,90,65.5050277709961
4,Economic growth reaches record high this quarter,91,67.8243637084961
4,Economic growth reaches record high this quarter,92,68.86911392211914
4,Economic growth reaches record high this quarter,93,1083.033800125122
4,Economic growth reaches record high this quarter,94,67.68250465393066
4,Economic growth reaches record high this quarter,95,68.44520568847656
4,Economic growth reaches record high this quarter,96,67.05999374389648
4,Economic growth reaches record high this quarter,97,66.30229949951172
4,Economic growth reaches record high this quarter,98,69.8850154876709
4,Economic growth reaches record high this quarter,99,70.14250755310059
4,Economic growth reaches record high this quarter,100,64.80193138122559
